session_id,num_of_clicks,Total_revenue,year,month,day,country_of_user,unique_categories,unique_product_models,colour_of_product,location_of_product,model_photography,price_above_avg,ratio_of_above_avg_price,page_number,purchased,date,day_of_week,is_weekend,is_end_of_month,week_num,session_duration_min,bounced,avg_time_per_click,category_1_clicks,category_2_clicks,category_3_clicks,category_4_clicks,first_category,category_switches,last_category,num_revisits,cluster_label
14684,1,38,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-07-25,4,0,0,30,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14685,3,99,2008,6,16,29,2,3,3,2,2,2,0.0,3,1,2008-07-14,0,0,0,29,3.0,0,1.0,2,0,0,1,1,1,4,0.0,0
14686,1,62,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-06-17,1,0,0,25,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14687,4,137,2008,6,16,29,2,4,2,3,2,1,0.25,2,1,2008-05-24,5,1,0,21,4.0,0,1.0,0,1,0,3,4,1,2,0.0,0
14688,8,370,2008,6,16,29,2,6,5,3,2,1,0.5,1,0,2008-05-03,5,1,0,18,7.0,0,0.875,3,5,0,0,2,3,1,2.0,0
14689,19,918,2008,6,16,29,2,12,8,4,2,1,0.5789473684210527,1,0,2008-07-28,0,0,0,31,22.0,0,1.1578947368421053,0,15,4,0,2,4,2,6.0,1
14690,1,57,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-04-20,6,1,0,16,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14691,9,417,2008,6,16,29,3,9,4,4,2,1,0.5555555555555556,4,1,2008-04-22,1,0,0,17,10.0,0,1.1111111111111112,0,3,4,2,2,6,2,0.0,0
14692,7,348,2008,6,16,29,2,7,3,4,2,1,0.42857142857142855,2,0,2008-04-16,2,0,0,16,6.0,0,0.8571428571428571,6,0,1,0,1,2,1,0.0,0
14693,4,167,2008,6,16,29,2,4,4,4,2,1,1.0,1,1,2008-04-25,4,0,0,17,3.0,0,0.75,0,0,1,3,4,2,4,0.0,0
14694,2,86,2008,6,16,29,1,2,2,2,2,1,1.0,2,1,2008-04-09,2,0,0,15,1.0,0,0.5,0,0,0,2,4,0,4,0.0,0
14695,26,1025,2008,6,16,29,4,26,8,6,2,1,0.46153846153846156,5,1,2008-05-09,4,0,0,19,34.0,0,1.3076923076923077,6,1,2,17,4,10,4,0.0,1
14696,2,124,2008,6,16,29,2,2,2,2,1,1,1.0,1,0,2008-07-17,3,0,0,29,1.0,0,0.5,1,1,0,0,2,1,1,0.0,0
14697,9,404,2008,6,16,29,4,6,6,4,1,1,0.7777777777777778,1,1,2008-08-12,1,0,0,33,9.0,0,1.0,3,2,1,3,3,6,4,2.0,0
14698,1,57,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-06-13,4,0,0,24,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14699,1,28,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-07-16,2,0,0,29,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14700,17,723,2008,6,16,29,4,17,9,5,2,1,0.5294117647058824,4,1,2008-07-11,4,0,0,28,20.0,0,1.1764705882352942,2,3,7,5,3,13,3,0.0,1
14701,4,179,2008,6,16,29,1,4,1,3,1,1,0.25,2,0,2008-05-14,2,0,0,20,4.0,0,1.0,4,0,0,0,1,0,1,0.0,0
14702,18,682,2008,6,16,29,3,17,7,6,2,1,0.2777777777777778,3,1,2008-07-16,2,0,0,29,21.0,0,1.1666666666666667,8,1,0,9,1,8,1,1.0,1
14703,4,238,2008,6,16,9,2,4,3,4,2,1,1.0,1,0,2008-04-27,6,1,0,17,3.0,0,0.75,2,2,0,0,1,3,2,0.0,0
14704,2,90,2008,6,16,29,2,2,2,2,1,1,0.5,2,1,2008-05-14,2,0,0,20,1.0,0,0.5,0,0,1,1,4,1,3,0.0,0
14705,1,38,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-05-24,5,1,0,21,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14706,14,593,2008,6,16,29,4,14,8,6,2,1,0.5714285714285714,1,1,2008-05-10,5,1,0,19,19.0,0,1.3571428571428572,3,2,5,4,2,11,3,0.0,1
14707,6,303,2008,6,16,29,2,6,5,5,2,1,0.6666666666666666,3,0,2008-06-26,3,0,0,26,9.0,0,1.5,0,4,2,0,2,1,3,0.0,0
14708,2,76,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-05-18,6,1,0,20,1.0,0,0.5,2,0,0,0,1,0,1,1.0,0
14709,5,230,2008,6,16,46,2,5,4,4,1,1,0.8,1,0,2008-04-19,5,1,0,16,4.0,0,0.8,0,1,4,0,3,1,2,0.0,0
14710,12,489,2008,6,16,9,3,12,5,6,2,1,0.3333333333333333,2,0,2008-06-24,1,0,0,26,13.0,0,1.0833333333333333,4,3,5,0,1,10,3,0.0,0
14711,8,419,2008,6,16,29,2,8,5,5,2,1,0.75,2,1,2008-07-25,4,0,0,30,10.0,0,1.25,0,7,0,1,4,1,2,0.0,0
14712,10,427,2008,6,16,29,2,10,5,5,2,1,0.3,2,0,2008-05-25,6,1,0,21,12.0,0,1.2,6,0,4,0,1,5,3,0.0,0
14713,4,147,2008,6,16,29,3,4,4,4,2,1,0.25,2,1,2008-04-25,4,0,0,17,3.0,0,0.75,1,0,2,1,3,3,1,0.0,0
14714,1,48,2008,6,16,44,1,1,1,1,1,1,1.0,1,0,2008-04-14,0,0,0,16,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14715,3,128,2008,6,16,29,1,3,3,3,2,1,0.3333333333333333,1,0,2008-07-17,3,0,0,29,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,0.0,0
14716,1,43,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-05-01,3,0,0,18,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14717,2,61,2008,6,16,29,1,2,2,1,2,2,0.0,2,1,2008-07-10,3,0,0,28,1.0,0,0.5,0,0,0,2,4,0,4,0.0,0
14718,1,28,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-04-17,3,0,0,16,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14719,5,210,2008,6,16,29,1,5,4,4,1,1,0.6,1,0,2008-07-12,5,1,0,28,4.0,0,0.8,0,0,5,0,3,0,3,0.0,0
14720,6,329,2008,6,16,29,2,4,3,3,2,1,0.6666666666666666,1,1,2008-05-20,1,0,0,21,5.0,0,0.8333333333333334,0,5,0,1,2,1,4,2.0,0
14721,8,313,2008,6,16,29,3,8,7,4,2,1,0.375,4,1,2008-05-22,3,0,0,21,7.0,0,0.875,2,0,4,2,3,5,1,0.0,0
14723,3,119,2008,6,16,29,1,3,2,3,2,2,0.0,1,0,2008-06-06,4,0,0,23,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
14724,1,48,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-05-06,1,0,0,19,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14725,2,71,2008,6,16,29,2,2,2,2,1,2,0.0,1,0,2008-07-11,4,0,0,28,1.0,0,0.5,1,0,1,0,1,1,3,0.0,0
14726,1,57,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-07-17,3,0,0,29,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14727,3,97,2008,6,16,9,1,3,3,2,2,2,0.0,2,0,2008-08-02,5,1,0,31,2.0,0,0.6666666666666666,0,0,3,0,3,0,3,0.0,0
14728,1,62,2008,6,16,9,1,1,1,1,1,1,1.0,1,0,2008-06-19,3,0,0,25,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14729,14,531,2008,6,16,21,2,14,5,6,2,1,0.5714285714285714,4,1,2008-06-08,6,1,0,23,16.0,0,1.1428571428571428,0,0,3,11,4,3,3,0.0,0
14730,4,196,2008,6,16,9,1,3,2,2,2,1,0.5,1,0,2008-04-08,1,0,0,15,3.0,0,0.75,4,0,0,0,1,0,1,1.0,0
14731,8,332,2008,6,16,29,2,8,6,6,2,1,0.25,2,1,2008-07-06,6,1,0,27,8.0,0,1.0,0,7,0,1,2,2,2,0.0,0
14732,2,96,2008,6,16,9,1,2,2,2,1,1,1.0,1,0,2008-06-09,0,0,0,24,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
14733,5,192,2008,6,16,29,4,5,4,4,2,1,0.4,3,1,2008-07-21,0,0,0,30,4.0,0,0.8,2,1,1,1,2,4,1,0.0,0
14734,8,361,2008,6,16,24,3,8,4,4,2,1,0.5,1,1,2008-08-02,5,1,0,31,9.0,0,1.125,3,4,0,1,2,5,1,0.0,0
14735,6,290,2008,6,16,9,2,6,4,3,2,1,0.5,1,0,2008-05-24,5,1,0,21,6.0,0,1.0,3,3,0,0,2,3,1,0.0,0
14736,2,120,2008,6,16,46,1,2,1,2,1,1,0.5,1,0,2008-04-14,0,0,0,16,4.0,0,2.0,2,0,0,0,1,0,1,0.0,0
14737,7,344,2008,6,16,9,2,7,5,3,2,1,0.42857142857142855,2,0,2008-06-04,2,0,0,23,9.0,0,1.2857142857142858,5,0,2,0,1,2,1,0.0,0
14738,7,334,2008,6,16,44,2,6,2,3,2,1,0.2857142857142857,1,0,2008-05-09,4,0,0,19,7.0,0,1.0,6,1,0,0,2,1,1,1.0,0
14739,6,320,2008,6,16,29,2,6,4,3,2,1,0.6666666666666666,3,0,2008-07-12,5,1,0,28,5.0,0,0.8333333333333334,5,0,1,0,1,2,1,0.0,0
14740,6,246,2008,6,16,29,2,5,5,3,2,1,0.3333333333333333,2,0,2008-06-03,1,0,0,23,5.0,0,0.8333333333333334,2,4,0,0,2,4,2,1.0,0
14741,2,105,2008,6,16,29,1,2,2,2,1,1,0.5,2,0,2008-04-30,2,0,0,18,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14742,4,157,2008,6,16,29,2,4,3,4,2,1,0.25,1,0,2008-07-30,2,0,0,31,4.0,0,1.0,2,0,2,0,3,1,1,0.0,0
14743,2,95,2008,6,16,46,1,2,2,2,2,1,0.5,1,0,2008-04-07,0,0,0,15,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14744,2,119,2008,6,16,29,2,2,2,1,2,1,1.0,2,0,2008-04-24,3,0,0,17,1.0,0,0.5,1,0,1,0,1,1,3,0.0,0
14745,3,138,2008,6,16,29,1,3,3,2,2,1,0.3333333333333333,1,0,2008-07-17,3,0,0,29,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,0.0,0
14746,9,366,2008,6,16,29,2,9,6,4,2,1,0.5555555555555556,4,1,2008-04-23,2,0,0,17,9.0,0,1.0,3,0,0,6,1,3,4,0.0,0
14747,1,57,2008,6,16,9,1,1,1,1,1,1,1.0,1,0,2008-06-22,6,1,0,25,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14748,1,48,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-04-14,0,0,0,16,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14749,10,406,2008,6,16,9,3,9,6,5,1,1,0.2,2,0,2008-05-02,4,0,0,18,14.0,0,1.4,7,2,1,0,1,5,3,1.0,0
14750,3,182,2008,6,16,29,1,2,1,2,2,1,0.6666666666666666,1,0,2008-05-29,3,0,0,22,3.0,0,1.0,3,0,0,0,1,0,1,1.0,0
14751,2,66,2008,6,16,29,2,2,2,2,1,1,0.5,2,1,2008-06-26,3,0,0,26,1.0,0,0.5,0,0,1,1,3,1,4,0.0,0
14752,10,295,2008,6,16,29,2,10,7,6,2,1,0.1,4,1,2008-08-11,0,0,0,33,11.0,0,1.1,0,0,3,7,4,6,4,0.0,0
14753,5,195,2008,6,16,9,2,4,3,3,2,1,0.4,2,0,2008-05-21,2,0,0,21,5.0,0,1.0,0,2,3,0,3,2,3,1.0,0
14755,2,76,2008,6,16,29,1,2,2,2,2,2,0.0,1,0,2008-07-21,0,0,0,30,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14756,12,607,2008,6,16,29,2,12,8,5,2,1,0.8333333333333334,4,0,2008-05-26,0,0,0,22,12.0,0,1.0,0,4,8,0,3,5,2,0.0,0
14757,1,52,2008,6,16,44,1,1,1,1,1,1,1.0,1,0,2008-04-24,3,0,0,17,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14758,2,66,2008,6,16,29,2,2,2,2,1,2,0.0,2,0,2008-04-04,4,0,0,14,1.0,0,0.5,1,1,0,0,2,1,1,0.0,0
14759,1,62,2008,6,16,29,1,1,1,1,1,1,1.0,1,0,2008-06-05,3,0,0,23,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14760,8,399,2008,6,16,29,2,8,5,5,2,1,0.875,1,1,2008-06-29,6,1,0,26,7.0,0,0.875,0,6,0,2,2,4,2,0.0,0
14761,1,38,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-06-14,5,1,0,24,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14762,4,181,2008,6,16,29,2,4,2,4,1,1,0.25,1,0,2008-07-27,6,1,0,30,3.0,0,0.75,3,1,0,0,1,2,1,0.0,0
14763,1,33,2008,6,16,29,1,1,1,1,1,2,0.0,1,0,2008-06-26,3,0,0,26,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14764,1,20,2008,6,16,44,1,1,1,1,1,2,0.0,1,0,2008-06-30,0,0,0,27,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14765,1,28,2008,6,16,29,1,1,1,1,1,2,0.0,1,1,2008-06-15,6,1,0,24,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14766,1,33,2008,6,16,9,1,1,1,1,1,2,0.0,1,0,2008-04-04,4,0,0,14,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14767,1,43,2008,6,17,29,1,1,1,1,1,1,1.0,1,1,2008-06-17,1,0,0,25,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14769,2,76,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-04-10,3,0,0,15,1.0,0,0.5,2,0,0,0,1,0,1,1.0,0
14770,18,715,2008,6,17,9,3,17,8,6,2,1,0.3888888888888889,3,0,2008-04-29,1,0,0,18,20.0,0,1.1111111111111112,4,4,10,0,1,11,3,1.0,1
14771,1,43,2008,6,17,29,1,1,1,1,1,1,1.0,1,0,2008-06-11,2,0,0,24,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14772,3,128,2008,6,17,29,1,2,2,2,2,1,0.3333333333333333,2,0,2008-05-01,3,0,0,18,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,1.0,0
14773,4,157,2008,6,17,46,2,3,3,3,1,1,0.25,2,1,2008-05-20,1,0,0,21,5.0,0,1.25,0,3,0,1,2,1,4,1.0,0
14774,8,318,2008,6,17,29,3,8,6,4,1,1,0.5,3,1,2008-06-13,4,0,0,24,9.0,0,1.125,0,1,5,2,2,4,4,0.0,0
14775,2,81,2008,6,17,39,1,2,1,2,1,2,0.0,1,0,2008-04-20,6,1,0,16,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14776,1,82,2008,6,17,29,1,1,1,1,1,1,1.0,1,0,2008-04-13,6,1,0,15,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14777,10,413,2008,6,17,29,3,10,8,6,2,1,0.5,3,1,2008-06-29,6,1,0,26,12.0,0,1.2,0,4,2,4,2,7,3,0.0,0
14778,4,171,2008,6,17,16,3,3,3,2,2,1,0.75,1,1,2008-04-07,0,0,0,15,3.0,0,0.75,1,1,0,2,4,3,4,1.0,0
14780,2,96,2008,6,17,29,1,2,2,1,2,1,1.0,1,0,2008-04-21,0,0,0,17,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
14781,10,355,2008,6,17,29,2,9,6,4,2,1,0.3,3,1,2008-06-26,3,0,0,26,9.0,0,0.9,3,0,0,7,1,3,4,1.0,0
14783,2,105,2008,6,17,9,1,2,1,2,1,1,0.5,1,0,2008-04-29,1,0,0,18,2.0,0,1.0,2,0,0,0,1,0,1,0.0,0
14784,10,439,2008,6,17,24,3,9,5,5,2,1,0.4,3,0,2008-06-11,2,0,0,24,13.0,0,1.3,5,1,4,0,3,3,3,1.0,0
14785,1,43,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-04-20,6,1,0,16,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14786,1,33,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-05-04,6,1,0,18,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14787,5,219,2008,6,17,29,3,5,3,2,2,1,0.6,3,1,2008-06-30,0,0,0,27,4.0,0,0.8,0,2,2,1,2,4,3,0.0,0
14788,3,118,2008,6,17,29,2,3,3,3,2,1,0.3333333333333333,3,1,2008-07-23,2,0,0,30,4.0,0,1.3333333333333333,0,1,0,2,4,2,4,0.0,0
14789,15,689,2008,6,17,29,3,15,6,6,2,1,0.5333333333333333,4,1,2008-07-26,5,1,0,30,17.0,0,1.1333333333333333,0,8,3,4,2,10,4,0.0,1
14790,1,33,2008,6,17,29,1,1,1,1,1,2,0.0,1,1,2008-05-21,2,0,0,21,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14791,5,278,2008,6,17,9,2,5,2,4,1,1,0.8,1,0,2008-05-25,6,1,0,21,5.0,0,1.0,3,0,2,0,1,3,3,0.0,0
14792,3,196,2008,6,17,9,1,2,1,2,1,1,1.0,1,0,2008-04-12,5,1,0,15,4.0,0,1.3333333333333333,0,3,0,0,2,0,2,1.0,0
14793,14,697,2008,6,17,9,2,11,4,5,2,1,0.42857142857142855,2,0,2008-06-20,4,0,0,25,18.0,0,1.2857142857142858,11,0,3,0,1,6,1,1.0,1
14794,2,98,2008,6,17,46,1,2,1,2,2,1,0.5,1,0,2008-04-26,5,1,0,17,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14795,9,352,2008,6,17,24,3,9,5,4,2,1,0.3333333333333333,4,0,2008-06-16,0,0,0,25,9.0,0,1.0,5,2,2,0,1,6,2,0.0,0
14796,11,462,2008,6,17,29,4,11,5,5,2,1,0.36363636363636365,3,1,2008-05-20,1,0,0,21,12.0,0,1.0909090909090908,5,1,4,1,1,8,3,0.0,0
14797,5,219,2008,6,17,29,2,5,3,4,2,1,0.6,3,1,2008-08-03,6,1,0,31,4.0,0,0.8,0,0,3,2,4,1,3,0.0,0
14798,3,162,2008,6,17,29,2,3,2,3,2,1,1.0,2,0,2008-04-01,1,0,0,14,3.0,0,1.0,0,2,1,0,2,1,3,0.0,0
14799,8,352,2008,6,17,29,4,8,4,5,2,1,0.375,1,1,2008-04-03,3,0,0,14,8.0,0,1.0,1,3,1,3,1,6,4,0.0,0
14800,6,324,2008,6,17,29,1,5,4,4,1,1,0.6666666666666666,2,0,2008-04-03,3,0,0,14,5.0,0,0.8333333333333334,0,6,0,0,2,0,2,1.0,0
14801,1,62,2008,6,17,24,1,1,1,1,1,1,1.0,1,0,2008-06-01,6,1,0,22,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14802,1,28,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-06-28,5,1,0,26,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14803,3,143,2008,6,17,29,2,3,3,3,2,1,0.6666666666666666,1,0,2008-07-20,6,1,0,29,3.0,0,1.0,2,0,1,0,3,1,1,0.0,0
14804,14,690,2008,6,17,29,3,14,7,5,2,1,0.6428571428571429,4,1,2008-07-16,2,0,0,29,15.0,0,1.0714285714285714,1,10,0,3,4,6,2,0.0,0
14805,5,214,2008,6,17,24,1,4,3,2,2,1,0.2,2,0,2008-04-10,3,0,0,15,5.0,0,1.0,5,0,0,0,1,0,1,1.0,0
14806,5,178,2008,6,17,29,2,4,4,4,2,1,0.4,2,1,2008-05-23,4,0,0,21,6.0,0,1.2,0,0,3,2,3,3,4,1.0,0
14807,14,573,2008,6,17,29,4,13,9,6,2,1,0.6428571428571429,2,1,2008-04-06,6,1,0,14,14.0,0,1.0,1,2,7,4,4,11,4,1.0,0
14808,6,203,2008,6,17,29,2,6,5,3,2,1,0.3333333333333333,3,1,2008-05-25,6,1,0,21,5.0,0,0.8333333333333334,0,0,3,3,3,5,4,0.0,0
14809,4,162,2008,6,17,24,2,4,3,3,1,1,0.5,2,0,2008-05-15,3,0,0,20,4.0,0,1.0,2,0,2,0,1,3,3,0.0,0
14810,6,223,2008,6,17,24,1,4,3,3,1,1,0.6666666666666666,1,1,2008-04-29,1,0,0,18,5.0,0,0.8333333333333334,0,0,0,6,4,0,4,2.0,0
14811,27,1234,2008,6,17,24,3,22,9,6,2,1,0.4444444444444444,3,0,2008-07-20,6,1,0,29,30.0,0,1.1111111111111112,19,4,4,0,2,9,3,5.0,1
14812,6,287,2008,6,17,29,1,3,1,3,1,1,0.16666666666666666,1,0,2008-06-16,0,0,0,25,7.0,0,1.1666666666666667,6,0,0,0,1,0,1,2.0,0
14813,5,202,2008,6,17,29,1,5,5,3,2,1,0.6,4,0,2008-05-16,4,0,0,20,4.0,0,0.8,0,0,5,0,3,0,3,0.0,0
14814,1,33,2008,6,17,29,1,1,1,1,1,2,0.0,1,1,2008-06-17,1,0,0,25,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14815,28,1098,2008,6,17,29,4,21,9,6,2,1,0.5357142857142857,4,1,2008-07-01,1,0,0,27,33.0,0,1.1785714285714286,3,1,12,12,4,16,4,2.0,1
14816,4,162,2008,6,17,29,2,4,3,4,2,1,0.25,1,0,2008-05-02,4,0,0,18,3.0,0,0.75,3,0,1,0,3,1,1,0.0,0
14817,2,100,2008,6,17,29,2,2,2,1,1,1,1.0,1,0,2008-04-12,5,1,0,15,1.0,0,0.5,0,1,1,0,2,1,3,0.0,0
14818,2,86,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-06-27,4,0,0,26,1.0,0,0.5,2,0,0,0,1,0,1,1.0,0
14819,4,147,2008,6,17,29,3,4,4,4,2,2,0.0,3,1,2008-07-10,3,0,0,28,3.0,0,0.75,1,1,0,2,4,3,4,0.0,0
14820,3,119,2008,6,17,29,2,3,2,3,2,1,0.3333333333333333,2,0,2008-04-29,1,0,0,18,2.0,0,0.6666666666666666,1,0,2,0,3,2,3,0.0,0
14821,2,90,2008,6,17,29,1,2,2,2,1,1,0.5,1,0,2008-07-04,4,0,0,27,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
14822,5,285,2008,6,17,29,1,5,3,4,2,1,1.0,1,0,2008-05-30,4,0,0,22,4.0,0,0.8,0,5,0,0,2,0,2,0.0,0
14823,4,181,2008,6,17,29,2,4,2,2,1,1,0.5,1,1,2008-04-21,0,0,0,17,3.0,0,0.75,3,0,0,1,4,1,1,0.0,0
14824,7,243,2008,6,17,29,3,7,4,3,2,1,0.2857142857142857,2,1,2008-05-03,5,1,0,18,7.0,0,1.0,2,0,3,2,4,5,4,0.0,0
14825,1,28,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-04-17,3,0,0,16,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14826,1,33,2008,6,17,29,1,1,1,1,1,2,0.0,1,0,2008-05-18,6,1,0,20,0.0,1,0.0,1,0,0,0,1,0,1,0.0,0
14827,3,153,2008,6,17,29,1,2,1,1,1,1,0.3333333333333333,1,0,2008-05-18,6,1,0,20,2.0,0,0.6666666666666666,0,3,0,0,2,0,2,1.0,0
14828,17,788,2008,6,17,29,4,16,7,6,2,1,0.5882352941176471,3,1,2008-04-02,2,0,0,14,21.0,0,1.2352941176470589,1,10,1,5,4,10,2,1.0,1
14829,1,52,2008,6,17,29,1,1,1,1,1,1,1.0,1,0,2008-04-06,6,1,0,14,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14830,7,326,2008,6,17,29,2,6,3,4,1,1,0.42857142857142855,2,0,2008-04-09,2,0,0,15,6.0,0,0.8571428571428571,5,0,2,0,1,4,1,1.0,0
14831,1,43,2008,6,17,29,1,1,1,1,1,1,1.0,1,1,2008-05-30,4,0,0,22,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14832,4,157,2008,6,17,29,2,4,4,4,1,1,0.25,1,0,2008-04-07,0,0,0,15,3.0,0,0.75,3,0,1,0,1,2,1,0.0,0
14833,3,148,2008,6,17,29,1,3,2,3,1,1,0.3333333333333333,2,0,2008-07-06,6,1,0,27,3.0,0,1.0,3,0,0,0,1,0,1,0.0,0
14834,5,210,2008,6,17,29,4,5,5,4,1,1,0.6,2,1,2008-04-28,0,0,0,18,9.0,0,1.8,1,1,2,1,2,3,3,0.0,0
14835,2,144,2008,6,17,29,1,2,2,2,1,1,1.0,1,0,2008-04-04,4,0,0,14,3.0,0,1.5,2,0,0,0,1,0,1,0.0,0
14836,4,191,2008,6,17,29,2,4,3,3,1,1,0.25,2,0,2008-06-17,1,0,0,25,3.0,0,0.75,3,1,0,0,1,2,1,0.0,0
14837,4,213,2008,6,17,29,1,4,2,4,1,1,0.5,1,0,2008-07-15,1,0,0,29,4.0,0,1.0,4,0,0,0,1,0,1,0.0,0
14838,2,91,2008,6,17,29,1,2,2,2,1,1,1.0,1,0,2008-08-04,0,0,0,32,1.0,0,0.5,0,0,2,0,3,0,3,0.0,0
14839,9,380,2008,6,17,29,3,8,6,5,2,1,0.5555555555555556,3,1,2008-04-27,6,1,0,17,9.0,0,1.0,4,0,3,2,3,8,4,1.0,0
14840,3,161,2008,6,17,29,1,3,3,3,2,1,1.0,2,0,2008-06-23,0,0,0,26,3.0,0,1.0,0,0,3,0,3,0,3,0.0,0
14841,1,52,2008,6,17,29,1,1,1,1,1,1,1.0,1,0,2008-05-08,3,0,0,19,0.0,1,0.0,0,1,0,0,2,0,2,0.0,0
14842,7,395,2008,6,17,29,1,7,5,6,2,1,0.8571428571428571,2,0,2008-05-11,6,1,0,19,9.0,0,1.2857142857142858,0,7,0,0,2,0,2,0.0,0
14843,2,93,2008,6,17,29,2,2,2,2,1,1,0.5,2,0,2008-07-03,3,0,0,27,3.0,0,1.5,1,0,1,0,1,1,3,0.0,0
14844,3,129,2008,6,17,15,2,3,3,2,2,1,0.6666666666666666,2,0,2008-04-06,6,1,0,14,2.0,0,0.6666666666666666,2,0,1,0,3,1,1,0.0,0
14845,1,43,2008,6,17,29,1,1,1,1,1,1,1.0,1,1,2008-08-08,4,0,0,32,0.0,0,0.0,0,0,0,1,4,0,4,0.0,0
14846,3,128,2008,6,17,29,1,3,3,2,1,1,0.3333333333333333,1,0,2008-06-17,1,0,0,25,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
14847,3,109,2008,6,17,29,1,3,2,2,2,2,0.0,1,0,2008-04-23,2,0,0,17,2.0,0,0.6666666666666666,3,0,0,0,1,0,1,0.0,0
14848,1,48,2008,6,17,29,1,1,1,1,1,1,1.0,1,0,2008-06-27,4,0,0,26,0.0,1,0.0,0,0,1,0,3,0,3,0.0,0
14849,12,601,2008,6,17,9,2,11,5,5,1,1,0.5,1,0,2008-07-13,6,1,0,28,14.0,0,1.1666666666666667,10,0,2,0,3,3,1,1.0,0
14850,31,1238,2008,6,17,29,4,29,11,6,2,1,0.5483870967741935,4,1,2008-07-23,2,0,0,30,36.0,0,1.1612903225806452,4,1,11,15,4,18,3,2.0,1
14852,3,114,2008,6,17,29,2,3,2,3,1,1,0.3333333333333333,3,1,2008-05-28,2,0,0,22,3.0,0,1.0,0,0,2,1,3,2,3,0.0,0
14853,2,88,2008,6,17,29,1,2,2,2,1,1,0.5,2,0,2008-08-03,6,1,0,31,1.0,0,0.5,2,0,0,0,1,0,1,0.0,0
